symbol,side,entry_idx,exit_idx,entry_time,exit_time,entry_price,exit_price,qty,pnl_quote,pnl_pct,exit_reason,bars_held
LTC/USDT,long,4246,4248,2025-06-10 11:30:00,2025-06-10 12:00:00,90.698136,91.296966954,0.330767547416851,0.1739946164334821,0.01739946164334821,stop,2
LTC/USDT,long,7140,7145,2025-07-10 15:00:00,2025-07-10 16:15:00,90.938184,91.34680698400001,0.32989442586625656,0.11074852372455701,0.011074852372455701,stop,5
LTC/USDT,long,10159,10161,2025-08-11 01:45:00,2025-08-11 02:15:00,123.42468000000001,124.17145074199999,0.24306321879870377,0.1574398952551097,0.01574398952551097,stop,2
LTC/USDT,long,13391,13420,2025-09-13 17:45:00,2025-09-14 01:00:00,119.913978,118.30286312953457,0.2501793410606393,-0.4269064296033718,-0.04269064296033718,stop,29
LTC/USDT,short,15679,15681,2025-10-07 13:45:00,2025-10-07 14:15:00,117.946406,116.84277388199999,0.25435281173383106,0.2568242171059983,0.02568242171059983,stop,2
LTC/USDT,short,15761,15770,2025-10-08 10:15:00,2025-10-08 12:30:00,116.386718,116.11043744399998,0.2577613710182978,0.04724294068222221,0.004724294068222222,stop,9
LTC/USDT,long,15830,15832,2025-10-09 03:30:00,2025-10-09 04:00:00,118.63372199999999,119.36687185,0.25287919399511044,0.16132418380837882,0.01613241838083788,stop,2
LTC/USDT,long,16816,16818,2025-10-19 10:00:00,2025-10-19 10:30:00,92.22844199999999,93.141048064,0.3252792668881906,0.2727330907230602,0.027273309072306018,stop,2
LTC/USDT,long,21155,21156,2025-12-03 14:45:00,2025-12-03 15:00:00,85.56711,84.47608831526334,0.35060200116610224,-0.40636138022989154,-0.040636138022989154,stop,1
LTC/USDT,long,21158,21169,2025-12-03 15:30:00,2025-12-03 18:15:00,85.127022,85.57533151,0.3524145364793802,0.13392759185068215,0.013392759185068215,stop,11
LTC/USDT,short,22159,22175,2025-12-14 01:45:00,2025-12-14 05:45:00,81.373722,81.10876850999999,0.3686693844482129,0.07371931216173591,0.007371931216173591,stop,16
LTC/USDT,short,23172,23174,2025-12-24 15:00:00,2025-12-24 15:30:00,75.28493999999999,76.0572945397121,0.3984860717163353,-0.33189563551275847,-0.03318956355127585,stop,2
LTC/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,52.019594000000005,51.14316658799999,0.5767057697528357,0.4816429215680608,0.04816429215680608,stop,2
LTC/USDT,long,30467,30469,2026-03-10 14:45:00,2026-03-10 15:15:00,54.320862,54.794128982000004,0.5522740047829138,0.23726850226007393,0.023726850226007394,stop,2
LTC/USDT,short,32321,32322,2026-03-29 22:15:00,2026-03-29 22:30:00,53.469304,53.063668967785134,0.561069581156321,0.20368051341817725,0.020368051341817725,take_profit,1
OP/USDT,short,372,378,2025-05-01 03:00:00,2025-05-01 04:30:00,0.73195358,0.7274207550599998,40.9862057099304,0.16185760875612548,0.016185760875612548,stop,6
OP/USDT,long,2823,2825,2025-05-26 15:45:00,2025-05-26 16:15:00,0.76575312,0.7674367819400001,39.17711755454552,0.041934637336801306,0.00419346373368013,stop,2
OP/USDT,long,6089,6091,2025-06-29 16:15:00,2025-06-29 16:45:00,0.55581114,0.5579092958199999,53.975168615728,0.08920301484090158,0.008920301484090159,stop,2
OP/USDT,short,10880,10883,2025-08-18 14:00:00,2025-08-18 14:45:00,0.724855,0.7229063523599999,41.38758786240007,0.056682085343529434,0.005668208534352943,stop,3
OP/USDT,short,13509,13511,2025-09-14 23:15:00,2025-09-14 23:45:00,0.7873425,0.7858070299799998,38.10285866697149,0.03452919947829932,0.003452919947829932,stop,2
OP/USDT,short,15435,15442,2025-10-05 00:45:00,2025-10-05 02:30:00,0.72365524,0.7298632501278037,41.456205029345185,-0.2814634848987545,-0.02814634848987545,stop,7
OP/USDT,short,17122,17124,2025-10-22 14:30:00,2025-10-22 15:00:00,0.4289142,0.43687255292491967,69.9440587418183,-0.5808621602704884,-0.058086216027048845,stop,2
OP/USDT,short,17126,17135,2025-10-22 15:30:00,2025-10-22 17:45:00,0.42881422,0.42746377565999993,69.96036651956177,0.07051537202307025,0.0070515372023070245,stop,9
OP/USDT,short,18562,18564,2025-11-06 14:30:00,2025-11-06 15:00:00,0.36122774,0.3596474150999999,83.05010019440921,0.10729863974124162,0.010729863974124162,stop,2
OP/USDT,long,21155,21169,2025-12-03 14:45:00,2025-12-03 18:15:00,0.32206440000000003,0.32635251644,93.14907204894423,0.3752742935969317,0.03752742935969317,stop,14
OP/USDT,long,24906,24908,2026-01-11 16:30:00,2026-01-11 17:00:00,0.32076414,0.3214681935,93.52666417137527,0.0418214361430823,0.00418214361430823,stop,2
OP/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,0.17826434,0.17345338373999997,168.28940661940578,0.7859568274570271,0.07859568274570271,stop,2
OP/USDT,short,28553,28556,2026-02-18 16:15:00,2026-02-18 17:00:00,0.18456308,0.18418763016,162.54605200563407,0.037052300373832,0.0037052300373832,stop,3
OP/USDT,long,29600,29611,2026-03-01 14:00:00,2026-03-01 16:45:00,0.12412482,0.12180367739372967,241.69219339049192,-0.584777646862525,-0.0584777646862525,stop,11
ARB/USDT,short,1709,1711,2025-05-15 01:15:00,2025-05-15 01:45:00,0.42791440000000003,0.4197335929605651,70.10747943981319,0.5497651756227894,0.054976517562278934,take_profit,2
ARB/USDT,long,9919,9920,2025-08-08 13:45:00,2025-08-08 14:00:00,0.42058409999999996,0.42890646091286494,71.3293726510346,0.5693913313769946,0.05693913313769946,take_profit,1
ARB/USDT,long,15208,15210,2025-10-02 16:00:00,2025-10-02 16:30:00,0.44278853999999995,0.4475634694,67.75243099110018,0.29938366943101596,0.029938366943101598,stop,2
ARB/USDT,short,17126,17135,2025-10-22 15:30:00,2025-10-22 17:45:00,0.30683862,0.30617682312,97.77126490791804,0.04073059995694246,0.004073059995694246,stop,9
ARB/USDT,long,18926,18928,2025-11-10 09:30:00,2025-11-10 10:00:00,0.30036006,0.30382482288000007,99.88012387532484,0.3219225212747743,0.03219225212747743,stop,2
ARB/USDT,long,21155,21165,2025-12-03 14:45:00,2025-12-03 17:15:00,0.21714341999999998,0.21760157098,138.1575366179643,0.03927169199159009,0.003927169199159009,stop,10
ARB/USDT,short,26446,26448,2026-01-27 17:30:00,2026-01-27 18:00:00,0.16786642,0.16673193971999997,178.71352710089369,0.17882807105411846,0.017882807105411846,stop,2
ARB/USDT,short,27876,27878,2026-02-11 15:00:00,2026-02-11 15:30:00,0.10657868000000001,0.10573734323999998,281.4821876195126,0.21291604025421398,0.0212916040254214,stop,2
ARB/USDT,long,28217,28227,2026-02-15 04:15:00,2026-02-15 06:45:00,0.12122424,0.11908662571311092,247.47525742376277,-0.5527950432622194,-0.05527950432622194,stop,10
ARB/USDT,long,29600,29607,2026-03-01 14:00:00,2026-03-01 15:45:00,0.10262051999999999,0.10060964604918197,292.33919298011745,-0.611622125059693,-0.0611622125059693,stop,7
ARB/USDT,short,30135,30137,2026-03-07 03:45:00,2026-03-07 04:15:00,0.09978004,0.09941717945999998,300.661334671744,0.08514177350981925,0.008514177350981925,stop,2
ARB/USDT,short,30297,30305,2026-03-08 20:15:00,2026-03-08 22:15:00,0.09518096000000001,0.09359861597999998,315.1890882378156,0.4749370639699459,0.04749370639699459,stop,8
ARB/USDT,long,30467,30469,2026-03-10 14:45:00,2026-03-10 15:15:00,0.1005201,0.10187302131999999,298.4477731319408,0.37961484463465267,0.03796148446346527,stop,2
APT/USDT,short,314,315,2025-04-30 12:30:00,2025-04-30 12:45:00,5.37482482,5.29065374114113,5.581577261526451,0.4459953027887539,0.044599530278875386,take_profit,1
APT/USDT,short,7619,7621,2025-07-15 14:45:00,2025-07-15 15:15:00,4.83613258,4.8033244728,6.203303880473848,0.17960006616824487,0.017960006616824488,stop,2
APT/USDT,long,7803,7807,2025-07-17 12:45:00,2025-07-17 13:45:00,5.208441479999999,5.1233668175524185,5.759880400921775,-0.513823872894518,-0.051382387289451804,stop,4
APT/USDT,short,10219,10222,2025-08-11 16:45:00,2025-08-11 17:30:00,4.66296722,4.652443102559999,6.433671648242898,0.0437357994829119,0.004373579948291189,stop,3
APT/USDT,long,12319,12321,2025-09-02 13:45:00,2025-09-02 14:15:00,4.2947587799999996,4.3350858094,6.9852584363306205,0.25758204443957305,0.025758204443957305,stop,2
APT/USDT,long,14903,14907,2025-09-29 11:45:00,2025-09-29 12:45:00,4.25295042,4.215934082897133,7.053926577399413,-0.2850060798782599,-0.02850060798782599,stop,4
APT/USDT,long,21155,21160,2025-12-03 14:45:00,2025-12-03 16:00:00,2.0069013,1.974662228544381,14.94841824059808,-0.5057303545575987,-0.05057303545575988,stop,5
APT/USDT,short,22357,22364,2025-12-16 03:15:00,2025-12-16 05:00:00,1.56738646,1.5417186820799997,19.140142374331855,0.46748143779106593,0.04674814377910659,stop,7
APT/USDT,short,23699,23701,2025-12-30 02:45:00,2025-12-30 03:15:00,1.68926208,1.6719341199599997,17.759233664914802,0.2838543838031856,0.02838543838031856,stop,2
APT/USDT,short,26106,26145,2026-01-24 04:30:00,2026-01-24 14:15:00,1.55208952,1.5488414063399998,19.328782015099232,0.03880719372676812,0.003880719372676812,stop,39
APT/USDT,short,26728,26730,2026-01-30 16:00:00,2026-01-30 16:30:00,1.45360922,1.4480197460399997,20.63828406371831,0.09140329421378193,0.009140329421378194,stop,2
APT/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,0.95540888,0.9307695166799999,31.400168690079582,0.74998963673003,0.074998963673003,stop,2
APT/USDT,short,32193,32197,2026-03-28 14:15:00,2026-03-28 15:15:00,0.95010994,0.9605254984556759,31.57529327606024,-0.3530058625970637,-0.03530058625970637,stop,4
SUI/USDT,short,2667,2669,2025-05-25 00:45:00,2025-05-25 01:15:00,3.59648056,3.5738018174399993,8.341488157522532,0.1652501322767437,0.01652501322767437,stop,2
SUI/USDT,short,5293,5308,2025-06-21 09:15:00,2025-06-21 13:00:00,2.72775434,2.7036256169999997,10.998057838302257,0.24147523875482638,0.02414752387548264,stop,15
SUI/USDT,short,5821,5823,2025-06-26 21:15:00,2025-06-26 21:45:00,2.61077774,2.57752330158,11.490828782690633,0.35827390657201097,0.0358273906572011,stop,2
SUI/USDT,short,8288,8290,2025-07-22 14:00:00,2025-07-22 14:30:00,3.89562072,3.8833895225999995,7.700955035478915,0.07022957796795477,0.0070229577967954775,stop,2
SUI/USDT,long,11416,11420,2025-08-24 04:00:00,2025-08-24 05:00:00,3.72364458,3.73291856694,8.056622847715502,0.05068712826418958,0.005068712826418958,stop,4
SUI/USDT,long,12393,12402,2025-09-03 08:15:00,2025-09-03 10:30:00,3.3171633,3.3457612139,9.043871913089115,0.23453241594503443,0.023453241594503443,stop,9
SUI/USDT,short,13616,13625,2025-09-16 02:00:00,2025-09-16 04:15:00,3.5076983200000003,3.487526565839999,8.552616919461876,0.14859029443842012,0.014859029443842011,stop,9
SUI/USDT,short,13779,13781,2025-09-17 18:45:00,2025-09-17 19:15:00,3.5689860600000003,3.628432272746236,8.405748718446942,-0.5238898025788377,-0.052388980257883765,stop,2
SUI/USDT,long,15208,15210,2025-10-02 16:00:00,2025-10-02 16:30:00,3.55211028,3.56126950362,8.445683730292293,0.053324963547180845,0.005332496354718085,stop,2
SUI/USDT,short,15548,15553,2025-10-06 05:00:00,2025-10-06 06:15:00,3.5550888400000002,3.587985875283364,8.438607683289288,-0.30171621676951377,-0.030171621676951376,stop,5
SUI/USDT,short,17121,17123,2025-10-22 14:15:00,2025-10-22 14:45:00,2.4240151,2.40226415676,12.376160528042915,0.24530084244066297,0.024530084244066296,stop,2
SUI/USDT,long,21155,21157,2025-12-03 14:45:00,2025-12-03 15:15:00,1.71744342,1.6752189856630784,17.46782435487744,-0.7612739748804095,-0.07612739748804095,stop,2
SUI/USDT,short,21353,21354,2025-12-05 16:15:00,2025-12-05 16:30:00,1.60507892,1.554068204561147,18.69066973977828,0.9298058052315944,0.09298058052315944,take_profit,1
SUI/USDT,short,22374,22376,2025-12-16 07:30:00,2025-12-16 08:00:00,1.4608077800000001,1.4551424702999998,20.536582848703063,0.09239264045842518,0.009239264045842518,stop,2
SUI/USDT,short,26671,26673,2026-01-30 01:45:00,2026-01-30 02:15:00,1.28804234,1.2817894066199997,23.291159823208915,0.12169632594575246,0.012169632594575246,stop,2
SUI/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,0.8978204000000001,0.8768976444599998,33.41425523412032,0.6753979411321983,0.06753979411321984,stop,2
SUI/USDT,long,28217,28230,2026-02-15 04:15:00,2026-02-15 07:30:00,1.0348069199999999,1.03826750496,28.99091552267548,0.07628539602391435,0.007628539602391435,stop,13
SUI/USDT,short,30135,30137,2026-03-07 03:45:00,2026-03-07 04:15:00,0.8993201,0.8963597360999999,33.35853385240695,0.0747929007333461,0.0074792900733346105,stop,2
SUI/USDT,long,30945,30960,2026-03-15 14:15:00,2026-03-15 18:00:00,1.00310058,1.0109551685200002,29.907270116422424,0.21081533680079168,0.021081533680079166,stop,15
FIL/USDT,long,3986,4000,2025-06-07 18:30:00,2025-06-07 22:00:00,2.5015001999999997,2.5099439108,11.992803358560597,0.07722325773566271,0.007722325773566271,stop,14
FIL/USDT,short,7619,7621,2025-07-15 14:45:00,2025-07-15 15:15:00,2.5014996,2.4849278861999995,11.992806235107933,0.17482084912810297,0.017482084912810298,stop,2
FIL/USDT,short,10880,10894,2025-08-18 14:00:00,2025-08-18 17:30:00,2.4515096,2.4851137931170415,12.237357748874407,-0.43539102364871324,-0.043539102364871324,stop,14
FIL/USDT,long,15208,15210,2025-10-02 16:00:00,2025-10-02 16:30:00,2.3344668,2.3444750112,12.850900256966602,0.1045630780723055,0.01045630780723055,stop,2
FIL/USDT,short,15435,15437,2025-10-05 00:45:00,2025-10-05 01:15:00,2.304539,2.3003389758,13.017787939366615,0.030696894385560933,0.0030696894385560934,stop,2
FIL/USDT,short,18278,18280,2025-11-03 15:30:00,2025-11-03 16:00:00,1.4997,1.4616632742,20.004000800160032,0.7371910480160043,0.07371910480160043,stop,2
FIL/USDT,long,23633,23635,2025-12-29 10:15:00,2025-12-29 10:45:00,1.3442688,1.37224447608534,22.31696517839289,0.6000824561629166,0.06000824561629166,take_profit,2
FIL/USDT,long,23989,24003,2026-01-02 03:15:00,2026-01-02 06:45:00,1.4842967999999999,1.4534796995852952,20.211591104959602,-0.6466134875694424,-0.06466134875694424,stop,14
FIL/USDT,short,25565,25572,2026-01-18 13:15:00,2026-01-18 15:00:00,1.5256948000000001,1.5108201035999997,19.663172477221522,0.2686007143478575,0.02686007143478575,stop,7
FIL/USDT,short,26556,26563,2026-01-28 21:00:00,2026-01-28 22:45:00,1.2677464,1.2872320756781515,23.66403880145114,-0.4852942292343957,-0.04852942292343957,stop,7
FIL/USDT,short,26883,26887,2026-02-01 06:45:00,2026-02-01 07:45:00,1.0567886,1.0543638305999998,28.38789139095558,0.04486162401146656,0.004486162401146656,stop,4
FIL/USDT,long,27110,27112,2026-02-03 15:30:00,2026-02-03 16:00:00,1.0842168,1.0895030558,27.669742804206685,0.12221083064789179,0.012221083064789178,stop,2
FIL/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,0.8778244000000001,0.8537237105999999,34.1754000002734,0.7999801608075672,0.07999801608075671,stop,2
FIL/USDT,short,28318,28329,2026-02-16 05:30:00,2026-02-16 08:15:00,0.9618076,0.9735850967965448,31.19126943891897,-0.3915020179273936,-0.039150201792739356,stop,11
FIL/USDT,short,28553,28556,2026-02-18 16:15:00,2026-02-18 17:00:00,0.954809,0.9530405699999999,31.419896544753975,0.031586113201702765,0.0031586113201702765,stop,3
FIL/USDT,short,29071,29073,2026-02-24 01:45:00,2026-02-24 02:15:00,0.8928214,0.8908421327999999,33.601345129048205,0.042532642705923454,0.004253264270592345,stop,2
FIL/USDT,short,30369,30373,2026-03-09 14:15:00,2026-03-09 15:15:00,0.9348130000000001,0.9329765579999999,32.09197989330486,0.03495863376312318,0.0034958633763123178,stop,4
FIL/USDT,short,30471,30479,2026-03-10 15:45:00,2026-03-10 17:45:00,0.9318136,0.9229445519999999,32.19528025776829,0.26165570257399445,0.026165570257399445,stop,8
FIL/USDT,short,30813,30815,2026-03-14 05:15:00,2026-03-14 05:45:00,0.8718256,0.8697749201999998,34.41055183513767,0.0465932495645979,0.00465932495645979,stop,2
FIL/USDT,long,31049,31051,2026-03-16 16:15:00,2026-03-16 16:45:00,0.9361872,0.9509477724,32.04487307666672,0.44881146882930945,0.04488114688293095,stop,2
ETC/USDT,short,1710,1712,2025-05-15 01:30:00,2025-05-15 02:00:00,19.852028800000003,19.6316325414,1.5111805600443213,0.30919176491942907,0.030919176491942906,stop,2
ETC/USDT,short,7619,7621,2025-07-15 14:45:00,2025-07-15 15:15:00,18.052388800000003,17.9261915214,1.6618299291227316,0.18580230191714506,0.018580230191714505,stop,2
ETC/USDT,short,13509,13512,2025-09-14 23:15:00,2025-09-15 00:00:00,21.1747642,21.1344270402,1.416780830078854,0.033171774310365124,0.003317177431036512,stop,3
ETC/USDT,short,18852,18858,2025-11-09 15:00:00,2025-11-09 16:30:00,16.0607872,16.026129584999996,1.8679034611703218,0.040762973846021656,0.004076297384602166,stop,6
ETC/USDT,short,20966,20968,2025-12-01 15:30:00,2025-12-01 16:00:00,12.822434999999999,12.672429979199997,2.3396492163929863,0.3270995130214859,0.032709951302148585,stop,2
ETC/USDT,short,22503,22505,2025-12-17 15:45:00,2025-12-17 16:15:00,12.4515092,12.094370723427547,2.4093464911064757,0.8368145235031006,0.08368145235031006,take_profit,2
ETC/USDT,short,23709,23711,2025-12-30 05:15:00,2025-12-30 05:45:00,11.9246146,11.863850295599999,2.5158045778687055,0.1289322636266023,0.012893226362660229,stop,2
ETC/USDT,short,27876,27878,2026-02-11 15:00:00,2026-02-11 15:30:00,8.0653866,8.0125631922,3.7195985124879196,0.17256046182505394,0.017256046182505393,stop,2
ETC/USDT,short,28553,28562,2026-02-18 16:15:00,2026-02-18 18:30:00,8.6072782,8.532221103,3.485422371964229,0.23771032733251324,0.023771032733251325,stop,9
ETC/USDT,short,29454,29467,2026-02-28 01:30:00,2026-02-28 04:45:00,8.6272742,8.576361929399999,3.4773439796314807,0.1531102934513477,0.015311029345134768,stop,13
ETC/USDT,short,32141,32143,2026-03-28 01:15:00,2026-03-28 01:45:00,8.0713854,8.049681614399997,3.7168340394202954,0.05670163685001326,0.005670163685001326,stop,2
ETC/USDT,short,32484,32490,2026-03-31 15:00:00,2026-03-31 16:30:00,8.0553886,8.146858613081724,3.724215117319107,-0.36479026710253093,-0.03647902671025309,stop,6
ICP/USDT,long,2823,2825,2025-05-26 15:45:00,2025-05-26 16:15:00,5.3300658,5.353816022600001,5.628448339230634,0.10962343018895523,0.010962343018895523,stop,2
ICP/USDT,long,5610,5612,2025-06-24 16:30:00,2025-06-24 17:00:00,4.9539906,4.9879902024,6.055724045984261,0.18180985292365978,0.01818098529236598,stop,2
ICP/USDT,long,7146,7148,2025-07-10 16:30:00,2025-07-10 17:00:00,5.1790356,5.1993119296,5.792584240973358,0.09340536636682274,0.009340536636682275,stop,2
ICP/USDT,short,12161,12165,2025-08-31 22:15:00,2025-08-31 23:15:00,4.8260346,4.7932924668,6.216283654493484,0.17961580117937936,0.017961580117937935,stop,4
ICP/USDT,short,13776,13781,2025-09-17 18:00:00,2025-09-17 19:15:00,4.6800638,4.743528811781377,6.410169023764163,-0.43098418119485377,-0.04309841811948538,stop,5
ICP/USDT,short,20384,20386,2025-11-25 14:00:00,2025-11-25 14:30:00,4.0561886000000005,4.043901618599999,7.396105792516649,0.06691216463081916,0.0066912164630819155,stop,2
ICP/USDT,short,21510,21514,2025-12-07 07:30:00,2025-12-07 08:30:00,3.4913016,3.4750868783999995,8.592783848865993,0.11538532971749306,0.011538532971749307,stop,4
ICP/USDT,short,22504,22506,2025-12-17 16:00:00,2025-12-17 16:30:00,2.9904018000000003,2.914297742999999,10.032096690150466,0.7397886516400682,0.07397886516400683,stop,2
ICP/USDT,long,24016,24022,2026-01-02 10:00:00,2026-01-02 11:30:00,3.015603,3.0242930204,9.948259104398026,0.06241599433187988,0.006241599433187988,stop,6
ICP/USDT,short,27794,27796,2026-02-10 18:30:00,2026-02-10 19:00:00,2.3615276,2.3484926046,12.703641490364118,0.1416581451535011,0.014165814515350112,stop,2
ICP/USDT,long,28217,28234,2026-02-15 04:15:00,2026-02-15 08:30:00,2.5435086,2.4984246833341883,11.794731104899743,-0.5555399731592654,-0.05555399731592654,stop,17
ICP/USDT,short,28350,28359,2026-02-16 13:30:00,2026-02-16 15:45:00,2.394521,2.3535086076,12.528601753753673,0.49003346252081703,0.049003346252081706,stop,9
ICP/USDT,short,30120,30125,2026-03-07 00:00:00,2026-03-07 01:15:00,2.4815036000000004,2.4558350688,12.08944448035457,0.28644241014778843,0.028644241014778842,stop,5
ICP/USDT,long,30467,30469,2026-03-10 14:45:00,2026-03-10 15:15:00,2.5165032,2.5398479288,11.92130413344994,0.25418829209293464,0.025418829209293465,stop,2
INJ/USDT,short,3304,3312,2025-05-31 16:00:00,2025-05-31 18:00:00,12.082583000000001,12.0504456072,2.4829128010128296,0.05582626171188988,0.005582626171188989,stop,8
INJ/USDT,short,3488,3511,2025-06-02 14:00:00,2025-06-02 19:45:00,11.761647199999999,11.6852805888,2.5506631418089127,0.17086341465287075,0.017086341465287074,stop,23
INJ/USDT,short,3776,3778,2025-06-05 14:00:00,2025-06-05 14:30:00,12.0895816,11.904981520199998,2.481475454866031,0.43426379921681335,0.043426379921681336,stop,2
INJ/USDT,short,5821,5823,2025-06-26 21:15:00,2025-06-26 21:45:00,10.807838,10.785409650599998,2.7757632932691996,0.0382806913087389,0.00382806913087389,stop,2
INJ/USDT,short,6893,6895,2025-07-08 01:15:00,2025-07-08 01:45:00,10.4209154,10.3811198088,2.8788257891432454,0.09061040007046048,0.009061040007046047,stop,2
INJ/USDT,long,7413,7420,2025-07-13 11:15:00,2025-07-13 13:00:00,12.456490800000001,12.5836107744,2.4083829452192105,0.28203111691032434,0.028203111691032436,stop,7
INJ/USDT,short,10629,10631,2025-08-15 23:15:00,2025-08-15 23:45:00,14.387122000000002,14.304637355399999,2.0851981376122337,0.14806562603245327,0.014806562603245327,stop,2
INJ/USDT,short,10880,10884,2025-08-18 14:00:00,2025-08-18 15:00:00,14.3431308,14.291595747599999,2.091593559196992,0.08383349982619274,0.008383349982619274,stop,4
INJ/USDT,long,13242,13248,2025-09-12 04:30:00,2025-09-12 06:00:00,14.199839399999998,14.239296571,2.112699950676907,0.059327818760264786,0.005932781876026479,stop,6
INJ/USDT,short,17767,17773,2025-10-29 07:45:00,2025-10-29 09:15:00,8.405318600000001,8.381741013,3.5691686927845896,0.06018604632596043,0.006018604632596044,stop,6
INJ/USDT,short,20017,20025,2025-11-21 18:15:00,2025-11-21 20:15:00,5.4959006,5.4513920604,5.458614007684201,0.21905211969721464,0.021905211969721464,stop,8
INJ/USDT,short,20762,20765,2025-11-29 12:30:00,2025-11-29 13:15:00,5.9878022,5.976065974199999,5.010185540197036,0.034824189067171704,0.0034824189067171702,stop,3
INJ/USDT,long,21155,21169,2025-12-03 14:45:00,2025-12-03 18:15:00,5.9001798,5.9887780048,5.084590811961357,0.42630542383511894,0.042630542383511896,stop,14
INJ/USDT,short,26445,26447,2026-01-27 17:15:00,2026-01-27 17:45:00,4.391121600000001,4.3599098076,6.831967486393452,0.1893232460492139,0.01893232460492139,stop,2
INJ/USDT,short,26715,26719,2026-01-30 12:45:00,2026-01-30 13:45:00,4.0021994,3.965651971799999,7.495878391266562,0.25006465933167654,0.025006465933167653,stop,4
INJ/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,3.0023994000000003,2.9373713568,9.992008391688326,0.626020657650814,0.0626020657650814,stop,2
INJ/USDT,long,28216,28218,2026-02-15 04:00:00,2026-02-15 04:30:00,3.265653,3.3014035872,9.18652410406127,0.30429226159472456,0.030429226159472456,stop,2
INJ/USDT,short,28553,28556,2026-02-18 16:15:00,2026-02-18 17:00:00,3.0753848,3.0697938359999997,9.754876853133956,0.030560980976434005,0.0030560980976434005,stop,3
INJ/USDT,short,32322,32323,2026-03-29 22:30:00,2026-03-29 22:45:00,2.8014396,2.7659286212219296,10.708779871606012,0.3564313664615337,0.03564313664615337,take_profit,1
TIA/USDT,long,9919,9921,2025-08-08 13:45:00,2025-08-08 14:15:00,1.73624718,1.76314090128,17.278645774387954,0.4405012087188186,0.04405012087188186,stop,2
TIA/USDT,short,16607,16610,2025-10-17 05:45:00,2025-10-17 06:30:00,1.0327933999999999,1.0243681326599998,29.047435818238192,0.2208303052750737,0.022083030527507368,stop,3
TIA/USDT,short,17126,17131,2025-10-22 15:30:00,2025-10-22 16:45:00,0.9895020600000001,0.9844407487799998,30.31827947887243,0.12951162819676115,0.012951162819676116,stop,5
TIA/USDT,short,17980,17983,2025-10-31 13:00:00,2025-10-31 13:45:00,0.91321732,0.9115080651599998,32.850888110619714,0.03217299971718146,0.003217299971718146,stop,3
TIA/USDT,short,20134,20139,2025-11-22 23:30:00,2025-11-23 00:45:00,0.62027592,0.6164667687,48.36557253423606,0.1603054762074289,0.01603054762074289,stop,5
TIA/USDT,long,21155,21158,2025-12-03 14:45:00,2025-12-03 15:30:00,0.62952588,0.6368559033400001,47.654911343756034,0.32517188777040124,0.03251718877704012,stop,3
TIA/USDT,short,22494,22499,2025-12-17 13:30:00,2025-12-17 14:45:00,0.5064986800000001,0.5117742988358741,59.23016423260964,-0.336600760385498,-0.0336600760385498,stop,5
TIA/USDT,long,24906,24908,2026-01-11 16:30:00,2026-01-11 17:00:00,0.5566113,0.5576102556400001,53.89757627989226,0.029819751292009866,0.0029819751292009867,stop,2
TIA/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,0.30563886,0.29734865784,98.1550579006871,0.7900507631324143,0.07900507631324143,stop,2
TIA/USDT,short,28317,28319,2026-02-16 05:15:00,2026-02-16 05:45:00,0.34013196,0.3385802025,88.20106172910067,0.11292140570971587,0.011292140570971587,stop,2
TIA/USDT,short,28461,28463,2026-02-17 17:15:00,2026-02-17 17:45:00,0.33923214,0.33717572166,88.43501680000014,0.15793213420190955,0.015793213420190955,stop,2
TIA/USDT,short,28553,28556,2026-02-18 16:15:00,2026-02-18 17:00:00,0.33803238,0.3369750815399999,88.74889441064788,0.06987160301484728,0.006987160301484728,stop,3
TIA/USDT,long,30467,30469,2026-03-10 14:45:00,2026-03-10 15:15:00,0.33436686,0.34000868466,89.72181034926727,0.48199224427947346,0.04819922442794734,stop,2
SEI/USDT,short,2258,2260,2025-05-20 18:30:00,2025-05-20 19:00:00,0.22025594,0.21879805085999995,136.20518020989581,0.1746514818609737,0.01746514818609737,stop,2
SEI/USDT,long,7063,7070,2025-07-09 19:45:00,2025-07-09 21:30:00,0.26365272,0.26494959947999996,113.78604400515951,0.12350775886643124,0.012350775886643125,stop,7
SEI/USDT,long,7243,7245,2025-07-11 16:45:00,2025-07-11 17:15:00,0.33766752,0.34329812664,88.84479028364943,0.4760499660740819,0.04760499660740819,stop,2
SEI/USDT,short,10880,10887,2025-08-18 14:00:00,2025-08-18 15:45:00,0.32513496,0.3319230940614453,92.269376384502,-0.6505874314226248,-0.06505874314226248,stop,7
SEI/USDT,short,15435,15438,2025-10-05 00:45:00,2025-10-05 01:30:00,0.2884423,0.28771793207999996,104.0069365692896,0.05136942402359407,0.0051369424023594065,stop,3
SEI/USDT,short,22911,22915,2025-12-21 21:45:00,2025-12-21 22:45:00,0.10857828,0.10983547343044155,276.2983535933706,-0.371499419169393,-0.0371499419169393,stop,4
